Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
SPOT,Spotify Technology S.A.,Communication Services ,,19460000000.0,-31100000.0,10760000000.0,11.97,18.77,,,6617.0,Yes,Yes,2.4,,,,1.81,8.52,5.43,73.98,1.4,1.4,0.75,0.75,-7.45,-0.18,-0.61,-0.88,94.3,70.5,-,45.3,26.8,22.9,-519.2,Jul 27 e9e6O,-7.67,27.24,0.0,57.9,-0.22,-0.4,-1.4,-4.8,25.7,-1.2,-0.3,,-30.14,192950000.0,140690000.0,2.85,2.37,141.43,89.03 - 305.60,-66.64,14.52,40.15,1.01,1690000.0,1717051.0,-0.61,-17.53,3.4,-14.66,-58.25,-56.43,1.81,4.75,3.71 3.66,111.34,101.96,-8.42
SPR,"Spirit AeroSystems Holdings, Inc.",Industrials ,,2830000000.0,-408900000.0,4480000000.0,2.15,7.62,0.04,0.14,16100.0,Yes,Yes,1.9,,23.61,,0.63,13.02,3.67,,0.9,1.5,16.74,15.19,-10.96,-3.92,,-0.33,38.0,,-,-27.8,-10.3,25.5,10.0,Aug 03 e9e6O,-12.47,0.2,-0.48,86.8,4.61,-5.5,-110.5,-10.4,-0.3,-8.5,-9.1,,-27.98,104600000.0,104040000.0,5.15,2.68,45.37,26.18 - 53.31,-47.48,6.95,38.27,1.19,2000000.0,2374027.0,-1.93,-18.37,3.05,-33.76,-29.89,-35.02,1.69,1.49,4.69 4.19,30.98,28.0,-9.62
SPSC,"SPS Commerce, Inc.",Technology ,,4360000000.0,47600000.0,415000000.0,13.77,7.17,,,1901.0,Yes,Yes,2.1,93.8,48.33,6.25,10.5,8.75,16.82,57.36,3.6,3.6,0.0,0.0,-3.74,1.28,2.49,0.52,-4.0,15.62,,53.0,14.8,15.6,5.3,Jul 27 Ae6C,-0.22,0.5,-1.93,,0.69,7.8,9.8,9.5,65.6,14.8,11.5,0.0,-1.56,36090000.0,35880000.0,2.72,7.21,151.71,96.41 - 174.42,-30.9,25.02,45.39,2.04,135390.0,275722.0,1.83,-7.71,20.54,1.19,-14.48,-15.33,0.76,3.91,2.92 2.68,124.72,120.53,-3.36
SPT,"Sprout Social, Inc.",Technology ,,3290000000.0,-41300000.0,221200000.0,2.59,3.27,,,887.0,Yes,Yes,1.6,,,,14.89,23.92,18.95,272.18,2.0,2.0,0.0,0.0,1.56,-0.76,-0.01,-0.04,13.4,90.9,-,,,37.4,-164.4,Aug 02 Ae6C,4.19,2.2,-26.98,,8.16,-15.6,-28.6,-19.5,75.2,-18.4,-18.7,,-7.18,54500000.0,46030000.0,9.36,8.67,74.7,38.39 - 145.42,-57.41,61.34,52.07,0.74,497020.0,366063.0,8.93,-6.41,36.49,5.68,-50.0,-31.7,,4.02,6.35 5.49,68.15,61.94,-9.11
SPWR,SunPower Corporation,Technology ,,4770000000.0,-108800000.0,1480000000.0,2.38,2.82,,,3660.0,Yes,Yes,3.1,,48.38,,3.23,11.3,9.55,,0.9,1.2,1.32,0.14,6.02,-0.63,0.56,0.08,-107.0,119.76,-,41.8,-12.3,60.2,-154.5,Aug 02 e9e6O,24.26,0.2,-15.46,39.4,5.26,-10.2,-40.7,-3.5,17.9,-3.6,-10.5,,36.23,173950000.0,84820000.0,17.9,4.82,22.7,12.78 - 34.61,-22.28,110.49,61.54,1.17,3150000.0,3685645.0,12.27,1.05,60.98,44.04,21.12,28.89,2.05,1.46,6.75 5.18,27.59,26.9,-2.5
SQ,"Block, Inc.",Technology ,,40540000000.0,-489000000.0,16290000000.0,28.99,8.51,,,8521.0,Yes,Yes,2.1,,44.12,,2.49,2.4,8.17,79.23,1.8,1.8,0.27,0.24,-4.76,-0.9,1.58,0.25,-25.0,73.3,,21.6,59.5,-5.9,-191.6,Aug 04 Ae6C,-5.54,0.3,-26.37,68.6,-1.08,-2.2,-4.8,2.0,31.2,-2.9,-3.0,,-35.4,581350000.0,523110000.0,4.95,1.75,112.58,56.01 - 270.16,-74.24,24.23,44.93,0.87,14820000.0,12892940.0,6.55,-20.89,10.87,-26.64,-71.79,-56.92,2.44,4.41,4.70 4.98,75.25,69.58,-7.53
SRE,Sempra,Utilities ,S&P 500,53120000000.0,1130000000.0,14220000000.0,82.43,6.21,4.58,2.68,15390.0,Yes,Yes,2.1,48.01,18.87,7.03,3.73,2.07,27.51,30.76,0.7,0.8,1.0,0.95,0.95,3.56,9.05,1.81,-38.8,4.58,,-6.0,4.7,29.4,28.8,Aug 04 e9e6O,5.85,0.04,-20.58,89.6,-1.32,1.5,4.5,2.3,,9.1,7.9,124.4,13.02,314850000.0,314100000.0,0.87,1.95,175.18,119.56 - 176.47,-3.2,42.88,56.73,1.13,1410000.0,1583451.0,1.79,2.68,16.08,10.95,27.49,29.14,0.68,3.16,2.12 1.70,175.65,170.83,-2.74
SSNC,"SS&C Technologies Holdings, Inc.",Technology ,,13900000000.0,718000000.0,5180000000.0,23.76,1.72,0.8,1.46,24900.0,Yes,Yes,2.0,20.29,10.22,2.58,2.68,2.3,31.71,13.07,1.1,1.1,1.2,1.19,-6.15,2.69,5.35,1.19,27.6,10.7,,36.3,27.8,5.5,-40.9,Jul 27 Ae6C,-8.05,12.61,-0.62,87.0,0.85,4.1,11.8,7.9,48.2,22.9,13.9,27.0,-21.17,254900000.0,222880000.0,1.24,1.82,76.4,54.57 - 84.85,-35.6,0.13,34.38,1.06,1520000.0,1609398.0,-0.29,-12.87,-5.43,-28.28,-24.15,-33.35,1.46,1.27,2.36 1.93,57.44,54.64,-4.87
SST,"System1, Inc.",Industrials ,,891900000.0,-85200000.0,809900000.0,7.1,0.41,,,375.0,Yes,Yes,2.0,,,,1.1,1.38,23.85,,0.7,0.7,0.65,0.63,-9.53,-0.93,-0.68,-0.21,93.5,9.0,-,,,29.6,-323.7,Aug 11 Ae6C,7.04,11.2,-27.32,31.9,-4.9,,,35.1,26.1,,,,-13.23,90590000.0,45200000.0,5.81,8.2,13.5,6.57 - 37.10,-73.58,49.16,43.37,1.1,320370.0,351692.0,-15.59,9.25,23.27,-37.38,-1.31,-1.61,,0.87,8.63 9.70,10.88,9.8,-9.93
SSYS,Stratasys Ltd.,Technology ,,1060000000.0,-68200000.0,656100000.0,13.88,6.7,,,2039.0,Yes,Yes,2.8,,44.71,,1.62,1.17,2.42,,3.2,3.9,0.0,0.0,-8.63,-1.04,0.36,0.03,87.9,135.71,,7.9,-2.0,13.3,-17.9,Aug 03 e9e6O,-12.59,15.35,0.0,70.6,-3.38,-5.5,-7.2,-6.4,42.4,-10.2,-10.4,,-24.35,66570000.0,56350000.0,2.67,1.99,24.14,15.86 - 42.83,-62.11,2.33,35.44,0.83,755110.0,623005.0,-1.46,-17.02,-5.47,-25.24,-28.82,-33.73,1.32,0.68,2.86 3.01,17.45,16.23,-6.99
STLD,"Steel Dynamics, Inc.",Basic Materials ,,15500000000.0,4390000000.0,22180000000.0,40.7,7.18,1.36,1.66,10640.0,Yes,Yes,2.5,3.64,8.23,0.13,0.7,2.01,11.41,7.01,1.9,3.5,0.4,0.4,-0.68,22.49,9.96,4.96,499.7,-53.05,,58.4,18.8,39.1,93.8,Jul 20 Ae6C,7.44,5.6,-0.17,85.3,-3.7,34.6,66.4,35.5,31.7,26.4,19.8,5.3,12.57,186440000.0,172300000.0,2.81,2.64,86.85,50.54 - 100.37,-18.39,62.07,52.14,1.19,1830000.0,2174938.0,3.21,-3.19,16.05,14.58,28.24,31.96,1.39,3.21,3.88 3.39,83.49,81.91,-1.89
STNE,StoneCo Ltd.,Technology ,,2510000000.0,-553200000.0,1750000000.0,7.82,4.5,,,15485.0,Yes,Yes,2.7,,3.39,,1.43,1.19,2.06,4.28,3.7,3.7,0.54,0.27,-5.07,-1.79,2.74,0.33,-251.3,92.54,,-59.8,69.4,275.6,-192.8,Aug 18 Ae6C,-3.64,12.74,0.0,68.4,2.29,-7.0,-21.2,11.3,72.6,43.6,-31.6,,-19.66,312160000.0,209080000.0,9.72,2.68,12.53,6.81 - 44.12,-78.97,36.23,46.8,0.63,7590000.0,4808601.0,12.35,-23.05,14.43,11.0,-78.58,-44.96,2.33,0.73,5.48 6.77,9.79,9.28,-5.21
STX,Seagate Technology Holdings plc,Technology ,S&P 500,13510000000.0,1650000000.0,11660000000.0,1.93,5.5,2.8,4.29,40000.0,Yes,Yes,,8.9,8.94,0.88,1.16,33.8,11.87,16.59,1.0,1.5,13.41,13.33,-10.75,7.33,7.29,0.73,41.6,57.08,,45.5,-0.9,2.6,12.3,Jul 21 Ae6C,-14.08,0.3,0.0,88.5,2.49,20.5,337.4,25.3,29.7,17.7,15.8,33.4,-27.3,218000000.0,205790000.0,5.82,5.9,75.89,63.50 - 117.67,-44.56,2.74,33.72,1.2,2030000.0,2445460.0,-0.17,-21.8,-15.32,-24.45,-22.28,-42.26,1.13,2.75,3.19 3.25,68.77,65.24,-5.13
SUMO,"Sumo Logic, Inc.",Technology ,,1020000000.0,-135000000.0,271000000.0,3.33,2.67,,,943.0,Yes,Yes,2.4,,,,3.75,2.56,3.2,,2.2,2.2,0.0,0.0,-0.5,-1.19,-0.53,-0.15,31.0,8.3,-,,,26.0,-3.6,Aug 25 Ae6C,6.32,4.0,-8.25,72.6,2.96,-22.6,-32.9,-29.4,65.7,-49.2,-49.8,,-15.93,116610000.0,113700000.0,4.69,5.6,11.86,6.57 - 19.49,-56.18,29.93,51.5,0.95,952140.0,900549.0,0.23,-4.69,17.15,-6.67,-55.03,-37.02,,0.46,4.21 5.18,8.95,8.54,-4.58
SURF,"Surface Oncology, Inc.",Healthcare ,,74960000.0,-63000000.0,30500000.0,2.3,2.76,,,67.0,Yes,Yes,1.5,,,,2.46,0.57,0.48,,8.2,8.2,0.2,0.18,-13.47,-1.29,-1.81,-0.47,-214.0,-49.2,-,-21.8,-16.5,1745.0,-6.0,Aug 03 e9e6O,-23.37,0.7,-7.23,53.4,-8.69,-31.8,-48.2,-52.8,,,,,-53.74,54660000.0,53760000.0,2.72,2.04,11.1,1.23 - 8.38,-84.25,7.32,33.55,0.52,716250.0,372494.0,-0.75,-31.61,-21.89,-51.47,-78.22,-72.38,1.64,0.09,5.06 5.65,1.4,1.32,-5.71
SWCH,"Switch, Inc.",Technology ,,8310000000.0,379000000.0,652300000.0,4.95,0.13,0.21,0.62,829.0,Yes,Yes,2.8,22.27,60.86,0.86,12.75,6.86,266.49,,0.3,0.3,2.48,2.47,-0.05,1.52,0.56,0.11,-71.4,-66.32,,-47.8,13.2,18.7,9.9,Aug 08 Ae6C,0.32,3.2,-2.97,84.7,0.69,12.8,88.1,2.7,40.7,8.5,58.1,8.3,12.09,150040000.0,135160000.0,7.0,4.53,33.12,23.00 - 34.06,-0.29,47.65,52.99,0.5,2090000.0,1044691.0,0.12,0.21,2.1,28.15,29.62,18.58,0.63,0.1,0.28 0.25,34.01,33.96,-0.15
SWI,SolarWinds Corporation,Technology ,,1350000000.0,-647700000.0,720900000.0,10.07,4.91,,,2215.0,Yes,Yes,3.0,,8.95,,1.87,0.85,1.74,9.18,2.2,2.2,1.17,1.15,-8.41,-4.03,0.95,0.2,-156.1,13.32,,28.5,8.9,-0.5,,Aug 02 e9e6O,-14.75,2.1,0.0,98.41,2.02,-14.3,-31.0,0.0,76.5,-83.1,-91.5,,-29.65,160660000.0,39950000.0,5.95,4.09,13.86,8.11 - 20.55,-58.48,5.18,35.71,0.4,581440.0,230459.0,0.35,-15.71,-20.35,-21.89,-50.44,-39.89,0.93,0.31,3.02 2.92,8.93,8.53,-4.48
SWKS,"Skyworks Solutions, Inc.",Technology ,S&P 500,15560000000.0,1300000000.0,5390000000.0,32.91,4.15,2.48,2.53,11000.0,Yes,Yes,2.5,12.44,8.44,1.29,2.89,2.97,23.6,25.51,1.5,2.4,0.41,0.32,-5.67,7.87,11.6,2.91,87.0,4.33,,11.6,9.2,10.4,-18.2,Aug 04 Ae6C,-6.05,0.2,-4.83,78.3,0.84,15.1,24.6,20.1,47.3,27.2,24.1,28.3,-20.52,160900000.0,159860000.0,2.06,1.73,137.57,88.76 - 182.24,-46.29,10.27,40.66,1.75,1900000.0,3329546.0,0.24,-13.69,5.06,-18.81,-45.99,-36.91,1.22,3.5,2.66 2.89,103.62,97.88,-5.54
SYNA,Synaptics Incorporated,Technology ,,4530000000.0,257500000.0,1740000000.0,31.98,21.3,,,1775.0,Yes,Yes,2.2,17.39,8.28,1.16,2.6,3.44,5.17,10.49,2.7,3.0,0.78,0.77,-12.56,6.33,13.3,3.35,204.4,5.5,,35.8,0.2,45.3,336.3,Aug 04 Ae6C,-15.16,1.3,-5.23,99.4,1.19,10.4,22.9,12.4,54.2,19.7,14.8,0.0,-39.87,39990000.0,39610000.0,10.6,9.15,187.0,108.51 - 299.39,-63.24,1.43,36.3,1.55,458450.0,710558.0,-0.43,-25.0,-12.15,-44.4,-39.68,-61.98,1.51,6.94,5.12 4.59,118.88,110.06,-7.42
TAP,Molson Coors Beverage Company,Consumer Defensive ,S&P 500,10910000000.0,731800000.0,10580000000.0,61.63,2.08,1.52,2.97,16300.0,Yes,Yes,2.9,15.24,12.18,8.87,1.03,0.83,24.67,22.72,0.6,0.8,0.51,0.49,-5.09,3.36,4.21,1.38,205.6,7.79,,-9.2,16.0,-0.6,-87.8,Aug 02 e9e6O,-7.9,0.3,0.03,89.7,0.55,2.7,5.5,5.9,35.9,9.8,6.9,42.7,-1.66,217000000.0,176810000.0,4.6,5.35,56.0,42.46 - 60.12,-14.79,20.65,37.07,0.77,1520000.0,1166177.0,-0.81,-9.66,1.19,0.83,9.14,10.53,0.87,1.21,2.23 2.00,53.28,51.23,-3.85
TARO,Taro Pharmaceutical Industries Ltd.,Healthcare ,,1220000000.0,91100000.0,570900000.0,45.6,21.04,,,1455.0,Yes,Yes,2.0,13.16,,,2.14,0.7,1.52,,3.0,3.6,0.0,0.0,-4.98,2.42,,0.84,115.3,,,-32.5,-8.6,6.5,175.4,Jul 27 Ae6C,-10.15,36.6,0.0,12.4,-2.6,4.2,5.4,2.6,52.0,16.9,16.0,0.0,-23.61,37590000.0,8080000.0,0.78,2.95,54.0,31.31 - 69.37,-54.0,1.92,39.94,0.3,21250.0,6397.0,-0.25,-6.78,-8.83,-30.93,-52.75,-36.32,0.73,1.4,4.57 4.11,33.29,31.91,-4.15
TASK,"TaskUs, Inc.",Technology ,,1780000000.0,50100000.0,913900000.0,4.44,1.07,,,40100.0,Yes,Yes,1.6,37.14,13.01,2.75,1.95,4.09,17.04,,1.7,1.7,0.61,0.41,17.27,0.49,1.4,0.29,-274.4,7.63,,,,36.9,106.5,Aug 08 Ae6C,1.33,1.6,0.0,93.8,-0.65,6.4,12.8,-8.4,42.6,8.4,5.5,0.0,-38.12,97780000.0,27760000.0,3.69,1.92,24.62,13.60 - 85.49,-78.76,33.53,57.81,1.57,531900.0,836126.0,23.2,12.24,8.74,-41.04,-70.03,-66.35,,1.21,8.24 5.80,18.98,18.16,-4.32
TBLA,Taboola.com Ltd.,Communication Services ,,589420000.0,16700000.0,1440000000.0,3.22,1.27,,,1800.0,Yes,Yes,2.0,33.75,7.39,,0.41,0.75,1.91,22.58,1.7,1.7,0.36,0.35,-6.79,0.07,0.33,-0.02,-185.2,-2.37,-,,,4.1,92.2,Aug 09 Ae6C,-10.64,18.83,0.0,50.6,-2.55,1.1,2.2,-3.4,33.2,0.1,1.2,0.0,-48.68,250780000.0,195750000.0,0.55,2.07,6.5,2.37 - 10.27,-76.34,2.53,39.02,0.65,521070.0,339540.0,-2.41,-19.0,-7.95,-44.65,-72.51,-68.77,,0.15,5.71 4.99,2.54,2.43,-4.33
TCOM,Trip.com Group Limited,Consumer Cyclical ,,16040000000.0,-479300000.0,2890000000.0,24.28,11.74,,,33732.0,Yes,Yes,3.0,,3.15,,5.54,1.05,2.17,,1.2,1.2,0.47,0.19,-3.32,-0.76,8.07,0.1,83.9,305.68,,22.1,0.8,0.0,-154.0,Sep 21 Ae6C,-2.62,4.0,0.0,55.1,-3.39,-1.7,-3.0,-1.1,76.9,-4.9,-16.6,,3.65,647810000.0,637460000.0,2.24,3.05,32.53,14.29 - 33.27,-23.5,78.1,46.0,0.4,4670000.0,1851360.0,2.17,-3.16,23.9,51.94,-13.26,3.37,0.61,1.05,2.86 4.02,25.96,25.45,-1.96
TCS,"The Container Store Group, Inc.",Consumer Cyclical ,,307100000.0,74500000.0,1110000000.0,8.72,0.46,,,2300.0,Yes,Yes,3.0,4.08,5.06,0.27,0.28,0.69,13.24,23.62,0.3,1.2,0.43,0.4,-14.48,1.48,1.2,0.23,38.6,5.75,,39.2,5.9,7.1,-40.5,Aug 02 Ae6C,-14.49,3.1,-5.47,83.4,-0.55,6.3,17.9,16.0,57.6,10.5,6.7,0.0,-27.93,49720000.0,31960000.0,3.17,2.58,9.0,6.19 - 14.25,-57.54,-2.26,32.71,1.46,392800.0,573052.0,-5.32,-23.32,-15.86,-22.73,-45.0,-39.38,1.34,0.32,4.21 3.94,6.7,6.05,-9.7
TDC,Teradata Corporation,Technology ,,3290000000.0,82000000.0,1860000000.0,2.14,5.36,,,7200.0,Yes,Yes,2.4,43.93,16.75,49.2,1.77,15.13,6.04,9.1,1.0,1.0,2.77,2.45,-3.84,0.74,1.93,0.29,12.6,20.21,,6.5,-3.8,-12.4,-109.9,Aug 04 Ae6C,-10.06,1.2,-1.02,99.5,-2.78,4.1,23.8,18.6,60.6,8.7,4.4,0.0,-21.4,103500000.0,101730000.0,7.33,9.56,49.38,31.66 - 59.38,-45.47,2.29,39.06,1.19,779240.0,930533.0,-0.55,-9.38,-12.3,-25.24,-35.83,-23.76,1.04,0.93,2.17 2.34,32.94,32.38,-1.7
TDOC,"Teladoc Health, Inc.",Healthcare ,,4950000000.0,-9871300000.0,2230000000.0,37.7,5.59,,,5100.0,Yes,Yes,2.7,,,,2.22,0.83,5.6,23.59,3.2,3.4,0.26,0.25,-5.76,-61.39,-1.44,-0.55,49.0,96.3,-,-9.3,75.2,17.7,,Jul 27 Ae6C,-15.09,0.2,-4.41,86.4,3.12,-72.3,-83.5,-2.0,68.1,,,,-45.26,161380000.0,159730000.0,21.0,6.34,36.48,27.38 - 156.82,-80.03,14.35,43.04,0.97,5290000.0,5112929.0,7.85,-22.35,9.36,-38.35,-77.52,-65.9,0.87,2.1,5.18 5.24,34.2,31.31,-8.45
TDY,Teledyne Technologies Incorporated,Technology ,S&P 500,17470000000.0,679800000.0,5360000000.0,167.99,5.99,,,14500.0,Yes,Yes,2.1,26.34,19.46,1.13,3.26,2.23,62.65,48.04,1.1,1.7,0.5,0.46,-2.59,14.24,19.27,4.29,-5.2,9.34,,13.3,16.5,20.9,142.0,Jul 27 e9e6O,-3.26,0.5,0.0,95.5,1.72,4.8,8.8,4.3,41.1,15.5,12.7,0.0,-9.68,46800000.0,46250000.0,2.1,3.99,487.86,344.66 - 493.97,-24.09,8.79,44.25,0.93,243080.0,225731.0,2.25,-6.61,1.51,-10.44,-12.43,-14.18,1.07,8.22,2.04 1.82,390.0,374.96,-3.86
TEAM,Atlassian Corporation Plc,Technology ,,35540000000.0,-614100000.0,2800000000.0,1.32,10.22,,,8813.0,Yes,Yes,1.9,,106.05,,12.68,188.56,24.36,43.37,1.2,1.2,3.92,3.8,-3.54,-2.43,2.35,0.39,13.1,43.37,,38.15,34.9,35.8,51.1,Aug 04 Ae6C,6.09,0.56,0.0,90.8,4.15,-19.4,-334.2,-9.5,83.4,-3.8,-21.9,,-6.44,254480000.0,35400000.0,10.77,2.09,323.55,159.54 - 483.13,-48.48,56.01,50.42,0.96,1830000.0,1756664.0,8.37,-12.13,49.68,4.29,-33.93,-34.72,0.94,12.96,4.26 3.71,264.79,248.9,-6.0
TECH,Bio-Techne Corporation,Healthcare ,S&P 500,12770000000.0,271900000.0,1110000000.0,43.41,6.27,1.28,0.4,3000.0,Yes,Yes,1.9,48.91,31.98,4.46,11.55,7.46,51.69,55.49,2.6,3.4,0.15,0.14,-6.37,6.62,10.13,1.84,91.2,17.85,,26.7,14.5,11.3,312.5,Aug 04 e9e6O,-9.74,0.7,-3.18,96.5,-1.06,11.9,16.1,13.2,68.4,26.8,24.6,13.8,-18.23,39200000.0,38910000.0,1.44,2.54,473.45,318.07 - 543.85,-40.45,1.82,36.28,1.02,220870.0,224732.0,-1.57,-14.7,-0.34,-17.43,-35.56,-37.4,1.26,11.05,3.45 2.65,344.81,323.86,-6.08
TENB,"Tenable Holdings, Inc.",Technology ,,4480000000.0,-79300000.0,611400000.0,2.14,4.63,,,1617.0,Yes,Yes,1.6,,104.21,,7.34,18.99,8.78,49.01,1.5,1.5,1.54,1.53,-0.17,-0.72,0.39,0.03,-3.7,108.56,,-0.6,34.2,26.1,-125.3,Jul 26 Ae6C,-6.3,0.4,-47.64,91.5,3.93,-6.4,-36.1,-6.5,78.9,-10.6,-13.0,,-17.92,111040000.0,109890000.0,2.11,2.28,55.07,36.24 - 63.61,-36.11,12.14,48.15,0.78,1020000.0,793638.0,8.37,-8.14,-8.14,-15.81,-15.72,-26.2,1.32,1.76,3.74 3.64,42.17,40.64,-3.63
TER,"Teradyne, Inc.",Technology ,S&P 500,13260000000.0,840500000.0,3430000000.0,14.41,4.9,0.44,0.53,5900.0,Yes,Yes,2.4,17.52,16.58,3.17,3.86,5.77,16.96,17.43,2.5,2.8,0.03,0.03,-8.68,4.75,5.02,1.05,29.0,26.13,,94.4,16.1,-22.6,-34.3,Jul 26 Ae6C,-11.78,0.3,-8.25,,-0.02,22.9,34.0,38.4,60.0,28.8,24.5,8.1,-28.06,159560000.0,156190000.0,2.56,2.21,113.84,80.41 - 168.91,-50.77,3.42,36.74,1.36,1810000.0,2463151.0,0.29,-20.3,-8.86,-21.23,-32.01,-49.15,1.54,3.56,3.12 3.24,87.38,83.16,-4.83
TEVA,Teva Pharmaceutical Industries Limited,Healthcare ,,9500000000.0,-1054000000.0,15430000000.0,8.14,1.95,,,34713.0,Yes,Yes,3.0,,3.53,,0.62,1.11,4.61,19.99,0.7,1.1,2.44,2.25,-6.65,-0.95,2.55,0.62,110.3,0.24,,39.7,-6.2,-3.2,-212.0,Jul 27 e9e6O,0.17,1.5,-1.48,45.5,-1.43,-2.2,-10.8,4.5,49.6,-6.2,-6.8,,4.59,1110000000.0,1090000000.0,1.86,1.41,10.5,6.78 - 11.34,-20.55,32.91,43.17,0.79,14350000.0,11369668.0,3.09,-19.63,14.2,22.75,-3.01,12.48,1.26,0.36,2.65 3.83,9.36,9.01,-3.74
TLS,Telos Corporation,Technology ,,745710000.0,-36900000.0,240100000.0,2.57,1.92,,,849.0,Yes,Yes,1.7,,44.79,,3.11,4.55,6.08,46.9,3.3,3.4,0.08,0.07,16.92,-0.55,0.26,0.02,66.7,89.13,-,-32.0,12.4,6.1,35.6,Aug 09 e9e6O,31.85,11.2,1.77,62.1,-3.02,-15.1,-21.1,-21.3,37.9,-15.1,-15.4,,12.09,67880000.0,42240000.0,4.69,3.65,11.75,6.54 - 33.87,-65.49,78.75,80.07,1.59,542560.0,862591.0,19.29,20.64,41.18,19.41,-64.69,-24.19,,0.58,6.58 4.76,11.55,11.69,1.21
TMUS,"T-Mobile US, Inc.",Communication Services ,S&P 500,173390000000.0,1720000000.0,80230000000.0,55.85,2.5,,,75000.0,Yes,Yes,1.8,100.61,21.47,1.7,2.16,2.47,55.03,101.69,0.7,0.8,1.11,1.05,-5.0,1.37,6.42,0.74,1.4,192.7,,7.4,16.4,-1.2,-111.0,Jul 27 e9e6O,-2.63,52.1,-0.02,42.8,1.08,0.8,2.5,4.4,58.1,6.4,2.1,0.0,7.77,1250000000.0,600120000.0,2.5,3.56,173.62,101.51 - 148.04,-6.96,35.69,37.14,1.46,4230000.0,6174894.0,-2.94,-5.95,10.53,11.02,5.94,18.76,0.48,3.44,2.95 2.18,145.15,137.74,-5.11
TOST,"Toast, Inc.",Technology ,,10100000000.0,-329400000.0,2210000000.0,2.26,2.37,,,3172.0,Yes,Yes,2.3,,,,4.57,9.0,8.57,,3.1,3.3,0.0,0.0,5.31,-0.65,-0.24,-0.09,-237.4,12.8,-,,,58.9,60.9,Aug 11 Ae6C,19.64,2.5,-59.22,73.5,23.07,-19.2,-30.0,-25.2,16.3,-16.8,-14.9,,-4.27,509530000.0,281030000.0,4.13,1.95,24.25,11.91 - 69.93,-70.93,70.7,57.96,1.41,5960000.0,8424856.0,10.73,3.51,44.9,25.03,,-41.43,,1.3,6.29 5.86,22.29,20.33,-8.79
TRGP,Targa Resources Corp.,Energy ,,15460000000.0,210800000.0,20920000000.0,9.09,0.69,1.4,2.03,2430.0,Yes,Yes,1.6,88.77,12.28,15.57,0.74,7.6,100.4,10.32,0.6,0.7,3.61,3.41,-0.61,0.78,5.63,1.16,99.0,37.49,,47.7,20.4,77.3,981.6,Aug 04 e9e6O,4.85,0.5,-16.4,89.5,-1.3,1.4,10.6,9.7,16.6,6.7,1.0,97.1,6.16,227800000.0,223040000.0,1.66,2.11,93.0,43.22 - 81.50,-15.26,59.79,50.66,1.12,1760000.0,1974398.0,1.48,-0.68,2.24,5.27,54.36,32.2,2.41,2.44,3.28 2.98,72.72,69.06,-5.03
TRMB,Trimble Inc.,Technology ,S&P 500,14960000000.0,517600000.0,3760000000.0,15.63,1.44,,,11931.0,Yes,Yes,2.1,30.13,19.87,3.01,3.98,3.95,42.72,31.8,0.8,1.0,0.33,0.26,-6.67,2.05,3.1,0.66,25.4,12.71,,30.0,9.1,-0.4,22.6,Aug 05 e9e6O,-4.87,0.3,-4.41,96.3,0.45,7.3,13.2,9.1,55.9,17.9,13.8,0.0,-11.66,249200000.0,246720000.0,1.56,3.82,79.43,55.35 - 94.64,-34.83,11.44,40.95,1.21,1010000.0,1217596.0,2.42,-14.02,3.91,-3.97,-32.82,-29.26,1.57,1.94,2.55 2.45,64.43,61.68,-4.27
TSCO,Tractor Supply Company,Consumer Cyclical ,S&P 500,21310000000.0,1030000000.0,13260000000.0,17.15,4.82,3.68,1.9,22000.0,Yes,Yes,2.1,21.38,18.54,2.05,1.61,11.29,40.14,,0.3,1.4,0.54,0.53,-1.58,9.06,10.44,2.07,35.0,8.85,,21.4,13.4,8.4,10.7,Jul 21 e9e6O,-1.32,0.1,-10.06,86.5,-0.02,13.3,53.3,33.8,35.0,10.2,7.8,31.5,-8.03,111590000.0,110330000.0,4.08,4.04,235.88,166.49 - 241.54,-19.84,16.29,47.86,1.1,1110000.0,1228759.0,2.96,-1.69,0.82,-13.7,-4.19,-18.86,0.91,5.24,2.96 2.54,202.65,193.61,-4.46
