,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
AA,Alcoa Corporation,Basic Materials | Aluminum | USA,,9240000000.0,963000000.0,13390000000.0,31.13,9.33,0.4,0.76,12200.0,Yes,Yes,2.1,10.38,7.39,,0.69,1.69,5.64,8.28,1.0,1.8,0.3,0.3,1.61,5.07,7.12,0.76,347.0,-1.4,-,24.8,5.5,28.6,81.5,Jul 20 Ae6C,8.66,0.2,0.0,86.2,-1.11,6.3,20.5,5.0,27.9,12.7,7.2,5.7,-14.43,182000000.0,173820000.0,4.5,1.31,58.22,39.56 - 98.09,-46.36,33.0,54.72,1.22,5970000.0,7252553.0,9.44,-0.62,-5.29,-36.56,10.76,-11.68,2.32,2.7,4.59 4.56,48.86,52.62,7.7
TSP,TuSimple Holdings Inc.,Industrials | Trucking | USA,,1840000000.0,-451500000.0,8700000.0,5.19,4.97,,,1430.0,Yes,Yes,1.9,,,,211.52,1.52,1.59,,24.7,24.7,0.01,0.01,0.62,-2.0,-2.67,-0.56,-254.5,-11.6,,,,73.3,13.0,Aug 02 Ae6C,-7.56,0.1,-6.53,40.8,16.44,-33.1,-35.1,-30.4,-95.5,,,,-48.43,223790000.0,123590000.0,8.56,3.75,24.17,5.99 - 43.79,-81.94,32.05,49.15,0.55,2820000.0,1552185.0,10.94,-20.74,-3.65,-25.24,-81.1,-77.94,,0.53,6.38 6.10,7.59,7.91,4.22
TTD,"The Trade Desk, Inc.",Technology | Software - Application | USA,,32990000000.0,33800000.0,1390000000.0,3.66,2.46,,,1967.0,Yes,Yes,2.0,1013.33,58.26,63.33,23.75,18.27,27.19,68.41,1.9,1.9,0.0,0.0,1.42,0.07,1.15,0.23,-44.1,15.15,,43.3,42.6,34.6,-140.9,Aug 09 Ae6C,22.17,0.5,0.27,77.6,3.26,1.0,2.2,9.2,81.9,2.9,2.4,0.0,1.36,486310000.0,440000000.0,4.44,3.16,77.16,39.00 - 114.09,-41.38,71.49,60.62,0.75,6180000.0,4662390.0,8.06,-9.91,27.37,6.11,-8.16,-27.02,1.93,3.56,4.35 4.50,64.39,66.88,3.87
TTEC,"TTEC Holdings, Inc.",Technology | Information Technology Services | USA,,2510000000.0,101800000.0,2370000000.0,11.37,3.44,1.0,1.89,59000.0,Yes,Yes,1.8,24.59,12.86,3.17,1.06,4.65,15.37,27.41,1.6,1.6,0.0,1.74,-4.02,2.15,4.11,0.62,17.8,16.07,,33.4,12.3,8.9,-46.7,Aug 09 Ae6C,-16.81,1.1,-0.48,39.2,0.76,4.9,19.6,12.7,23.9,6.8,4.3,44.8,-28.72,47050000.0,18850000.0,4.35,8.04,76.5,50.75 - 108.90,-51.48,4.12,35.53,1.95,101990.0,199206.0,1.54,-12.43,-19.74,-32.3,-49.88,-41.65,0.95,2.11,2.93 3.22,51.0,52.84,3.61
TTWO,"Take-Two Interactive Software, Inc.",Communication Services | Electronic Gaming & Multimedia | USA,S&P 500,21680000000.0,161800000.0,3790000000.0,70.79,7.7,,,7799.0,Yes,Yes,1.9,84.29,16.59,2.82,5.71,1.81,16.59,226.26,,0.9,0.34,0.3,2.49,1.52,7.7,1.38,-29.6,55.88,,38.0,14.5,35.5,-158.6,Aug 08 Ae6C,1.56,0.4,-31.46,91.5,29.63,1.7,3.1,11.2,58.9,7.0,4.3,0.0,-10.76,136500000.0,103490000.0,4.28,2.18,160.42,101.85 - 195.82,-34.75,25.46,55.46,1.01,2030000.0,2055169.0,5.85,3.22,-1.12,-19.27,-18.63,-28.1,0.76,4.17,3.06 3.12,120.58,127.78,5.97
TWI,"Titan International, Inc.",Industrials | Farm & Heavy Construction Machinery | USA,,872690000.0,129900000.0,2070000000.0,4.78,1.83,,,7500.0,Yes,Yes,3.0,6.67,5.82,0.27,0.42,2.86,7.48,26.05,1.0,1.9,1.64,1.48,-7.72,2.05,2.35,0.51,179.7,8.8,,23.8,7.1,30.6,76.2,Aug 01 Ae6C,-7.99,5.4,-3.38,80.3,3.47,10.6,54.4,9.7,14.9,8.4,6.3,0.0,2.36,62670000.0,58870000.0,2.99,3.18,25.0,6.69 - 19.81,-30.99,104.33,42.44,0.66,552380.0,362901.0,0.74,-11.0,-27.13,6.55,86.49,24.73,2.33,0.74,5.07 4.26,12.64,13.67,8.15
TWKS,"Thoughtworks Holding, Inc.",Technology | Information Technology Services | USA,,4270000000.0,-150300000.0,1220000000.0,2.4,0.88,,,12000.0,Yes,Yes,1.9,,22.03,,3.49,5.71,15.56,77.96,3.4,3.4,0.67,0.66,-0.76,-0.51,0.62,0.11,-236.6,27.98,,,,27.5,29.0,Aug 15 e9e6O,-6.89,0.9,-0.28,27.5,4.73,-9.8,-21.0,0.7,26.1,-9.5,-12.3,,-29.96,310570000.0,86140000.0,2.1,2.68,19.06,12.36 - 34.43,-60.21,10.84,46.55,0.43,677260.0,293271.0,5.79,-20.67,-14.8,-26.66,,-48.9,,0.62,3.80 4.55,13.24,13.7,3.47
TWLO,Twilio Inc.,Communication Services | Internet Content & Information | USA,,13350000000.0,-1059900000.0,3400000000.0,59.46,23.76,,,8510.0,Yes,Yes,1.9,,456.9,,3.92,1.21,3.04,,6.4,6.4,0.09,0.09,-3.86,-5.89,0.16,-0.36,-63.0,156.4,-,-63.1,59.3,41.0,-34.7,Aug 04 Ae6C,-12.51,0.5,-4.09,84.6,0.28,-8.2,-9.7,-7.5,48.0,-30.7,-31.2,,-51.38,182350000.0,171990000.0,3.86,1.63,142.45,64.29 - 373.00,-80.65,12.29,43.61,0.82,4070000.0,3326199.0,6.71,-16.28,-26.7,-48.75,-79.53,-72.59,1.57,4.32,4.05 4.53,69.42,72.19,3.99
TWOU,"2U, Inc.",Consumer Defensive | Education & Training Services | USA,,632490000.0,-316000000.0,970800000.0,7.86,2.79,,,3982.0,Yes,Yes,2.2,,20.84,,0.65,1.02,2.86,3162.47,1.0,1.0,1.53,1.53,2.88,-4.16,0.38,-0.03,19.0,100.0,,-42.5,35.7,1.8,-178.0,Jul 28 Ae6C,-14.45,4.5,0.0,99.3,-1.1,-15.3,-42.6,-8.3,52.0,-26.0,-32.6,,-36.71,77060000.0,74670000.0,9.55,4.97,14.5,6.68 - 36.22,-77.96,19.46,48.74,0.57,1440000.0,813047.0,11.3,-13.45,-9.63,-25.91,-77.44,-60.24,1.03,0.49,6.42 6.75,7.77,7.98,2.7
TWST,Twist Bioscience Corporation,Healthcare | Diagnostics & Research | USA,,2590000000.0,-208000000.0,184200000.0,14.58,8.97,,,652.0,Yes,Yes,2.3,,,,14.06,3.02,4.91,,6.3,6.7,0.0,0.0,0.21,-3.96,-4.71,-1.28,11.7,4.0,-,-13.7,125.5,60.3,-31.5,Aug 05 e9e6O,0.73,1.1,-4.93,,-2.31,-23.8,-28.8,-25.9,40.2,,,,-13.27,56290000.0,52490000.0,10.76,5.17,52.86,25.07 - 139.99,-68.54,75.67,51.9,0.5,1090000.0,542200.0,8.85,-16.34,52.92,-10.78,-62.65,-43.09,1.2,3.6,7.59 8.32,41.99,44.04,4.88
TWTR,"Twitter, Inc.",Communication Services | Internet Content & Information | USA,S&P 500,32280000000.0,-111800000.0,5230000000.0,7.74,8.0,,,7500.0,Yes,Yes,3.0,,69.74,,6.17,5.45,5.27,,7.2,7.2,0.0,0.88,1.52,-0.19,0.6,0.01,80.7,-46.13,-,15.7,15.0,-1.2,-566.2,Jul 22 e9e6O,5.02,4.3,-0.39,60.8,-16.52,-0.8,-1.7,-1.9,60.8,-18.7,-2.1,,4.11,766840000.0,635950000.0,5.52,2.5,42.47,31.30 - 68.41,-38.33,34.79,57.44,0.52,14030000.0,7314409.0,9.24,-5.04,6.73,23.65,-32.45,-2.38,0.65,1.14,2.87 2.57,41.85,42.19,0.81
TXG,"10x Genomics, Inc.",Healthcare | Health Information Services | USA,,4290000000.0,-142500000.0,497900000.0,6.9,4.18,,,1239.0,Yes,Yes,2.2,,,,8.61,5.2,8.58,,5.1,5.7,0.0,0.0,-4.45,-1.26,-1.14,-0.47,90.2,60.7,-,,,-1.0,-464.2,Aug 08 Ae6C,-11.42,1.8,-0.46,99.7,3.54,-14.2,-17.8,-6.9,78.9,-27.4,-28.6,,-50.9,113580000.0,90220000.0,5.27,3.3,55.11,30.12 - 187.85,-80.89,19.19,47.03,0.52,1440000.0,753147.0,11.28,-23.52,-15.53,-46.54,-80.5,-75.9,,2.58,6.79 6.82,34.0,35.9,5.59
TXN,Texas Instruments Incorporated,Technology | Semiconductors | USA,S&P 500,159030000000.0,8540000000.0,19590000000.0,15.32,9.0,4.6,2.69,31000.0,Yes,Yes,2.7,18.67,19.13,1.87,8.12,11.14,18.96,90.26,4.2,5.1,0.51,0.48,-1.22,9.14,8.93,2.39,38.5,-5.64,,18.9,6.5,13.8,19.4,Jul 26 Ae6C,1.32,0.21,-3.85,87.4,0.52,34.9,63.7,37.1,69.3,51.5,43.6,48.3,-1.99,920000000.0,911820000.0,1.72,2.9,187.38,144.46 - 202.26,-15.58,18.19,50.36,0.96,5400000.0,5180093.0,2.76,-6.76,5.67,-1.16,-9.41,-9.41,1.02,4.43,2.63 2.35,168.41,170.74,1.38
TYL,"Tyler Technologies, Inc.",Technology | Software - Application | USA,S&P 500,16160000000.0,178900000.0,1820000000.0,59.24,6.85,,,7143.0,Yes,Yes,1.9,91.21,47.48,9.12,8.89,6.5,56.2,38.66,1.1,1.1,0.51,0.5,-0.69,4.22,8.11,1.86,-18.5,8.71,,5.5,15.9,16.0,55.6,Jul 27 Ae6C,2.64,0.8,-5.49,92.2,-0.4,3.8,7.6,5.0,42.3,11.9,9.8,0.0,-7.4,41500000.0,41120000.0,1.19,2.3,469.37,300.85 - 557.55,-30.91,28.03,52.38,0.71,211980.0,150551.0,4.96,-7.31,9.55,-5.62,-19.33,-28.4,0.91,9.58,2.60 2.18,380.24,385.19,1.3
U,Unity Software Inc.,Technology | Software - Application | USA,,12460000000.0,-658500000.0,1220000000.0,7.69,5.81,,,5864.0,Yes,Yes,2.0,,,,10.22,5.37,7.1,1415.79,3.4,3.4,0.75,0.75,-11.11,-2.26,-0.03,-0.15,-82.9,146.2,-,,,8.6,-30.0,Aug 09 Ae6C,-3.51,1.5,-1.89,77.9,4.0,-15.2,-29.2,-13.0,73.1,-52.5,-54.0,,-49.14,296850000.0,280780000.0,11.94,3.44,55.41,29.09 - 210.00,-80.33,41.97,44.62,1.69,9750000.0,16479409.0,0.07,-25.68,0.0,-50.31,-69.21,-71.12,,3.43,5.95 6.86,38.75,41.3,6.58
UAL,"United Airlines Holdings, Inc.",Industrials | Airlines | USA,S&P 500,12780000000.0,-1221000000.0,35620000000.0,12.13,61.67,,,91200.0,Yes,Yes,2.6,,6.77,,0.36,3.24,0.64,9.41,1.0,1.0,8.19,7.41,4.6,-3.8,5.8,2.06,75.9,2016.42,-,-23.7,-7.6,121.4,174.3,Jul 20 Ae6C,4.63,0.3,13.67,64.0,2.68,-1.8,-27.1,-1.1,53.7,0.4,-3.4,,-6.81,326700000.0,325750000.0,4.79,1.49,50.55,30.54 - 54.52,-27.99,28.55,58.58,0.7,10460000.0,7375623.0,11.6,1.47,-8.06,11.53,-15.71,-10.32,1.28,1.35,3.71 3.25,38.88,39.26,0.98
UIS,Unisys Corporation,Technology | Information Technology Services | USA,,607020000.0,-224300000.0,1990000000.0,-2.17,5.51,,,16300.0,Yes,Yes,1.5,,4.78,,0.31,,1.6,12.02,1.5,1.5,,,-8.93,-3.33,1.84,-0.12,-33.7,125.21,,-47.9,-6.1,-0.4,88.0,Aug 03 Ae6C,-23.33,0.2,-6.78,96.93,4.95,-9.8,131.3,39.9,26.5,4.0,-11.3,,-45.4,67690000.0,65840000.0,3.99,7.62,22.75,8.46 - 27.30,-67.77,4.02,30.49,1.03,344460.0,355485.0,-4.97,-17.29,-27.93,-60.07,-63.42,-57.22,0.78,0.47,3.74 3.86,8.62,8.8,2.09
ULE,ProShares Ultra Euro,Financial | Exchange Traded Fund | USA,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,-0.38,,,,,,-,,,,,,-2.53,,,,,,,,,,,,-15.16,,,,,,9.75 - 14.58,-30.85,3.4,46.28,1.2,45890.0,55223.0,1.82,-5.52,-11.72,-18.17,-30.64,-24.37,,0.18,1.20 1.17,10.0,10.08,0.81
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical | Specialty Retail | USA,S&P 500,22750000000.0,1130000000.0,9370000000.0,34.28,8.45,,,16500.0,Yes,Yes,2.2,20.75,19.32,1.96,2.43,12.92,52.39,23.62,0.5,1.6,0.0,0.0,7.04,21.34,22.93,4.04,478.2,7.84,,22.5,12.2,16.8,24.9,Aug 25 Ae6C,11.13,0.3,-35.86,94.9,0.84,22.6,64.3,64.3,39.3,15.9,12.1,0.0,13.3,51610000.0,50510000.0,3.31,1.93,482.83,330.80 - 448.29,-1.2,33.89,69.83,1.11,864300.0,956986.0,4.4,16.1,4.87,16.75,15.92,7.41,1.39,12.09,2.98 2.73,445.34,442.9,-0.55
UNH,UnitedHealth Group Incorporated,Healthcare | Healthcare Plans | USA,DJIA S&P500,497720000000.0,18250000000.0,306560000000.0,77.72,25.93,6.6,1.26,350000.0,Yes,Yes,1.8,27.39,21.12,1.91,1.62,6.75,20.22,33.6,,,0.71,0.63,-1.74,19.14,24.83,5.43,12.8,13.53,,20.1,9.2,12.6,19.6,Jul 15 e9e6O,-0.79,0.2,-7.67,90.4,0.59,8.3,25.4,16.5,,8.3,6.0,30.9,5.19,937000000.0,930180000.0,0.51,1.59,573.24,383.12 - 553.29,-5.23,36.86,46.21,0.84,2980000.0,2490814.0,0.06,-2.49,7.13,6.69,26.48,4.42,0.77,9.14,1.95 1.71,527.51,524.34,-0.6
UPLD,"Upland Software, Inc.",Technology | Software - Application | USA,,315910000.0,-57700000.0,310700000.0,9.94,4.41,,,865.0,Yes,Yes,2.0,,5.99,,1.02,1.01,2.28,7.94,1.2,1.2,1.66,1.65,-6.21,-1.86,1.68,0.4,0.1,-3.88,,-18.6,32.2,5.1,17.4,Aug 03 Ae6C,-15.15,8.0,3.01,80.2,1.1,-5.6,-18.3,-3.2,67.4,-10.8,-18.6,,-36.02,31380000.0,27450000.0,5.18,3.79,17.43,9.27 - 39.05,-74.19,8.74,39.46,0.85,375030.0,319988.0,3.38,-11.66,-29.95,-40.25,-73.04,-43.81,0.71,0.62,5.36 5.42,9.87,10.08,2.13
URGN,UroGen Pharma Ltd.,Healthcare | Biotechnology | USA,,181230000.0,-113700000.0,57700000.0,-1.8,4.86,,,201.0,Yes,Yes,1.7,,,,3.14,,1.62,,7.5,7.7,,,-0.72,-5.05,-2.88,-1.15,15.9,24.9,-,-65.3,22.3,27.7,-0.1,Aug 11 e9e6O,-4.02,0.3,-5.64,76.5,-4.93,-80.4,,,89.2,,,,-1.64,22700000.0,20620000.0,7.09,13.32,27.8,4.85 - 19.66,-59.87,62.68,49.98,0.29,109720.0,31805.0,2.87,-11.45,12.55,-13.11,-51.86,-17.03,0.9,0.49,6.87 5.82,7.73,7.89,2.07
USD,ProShares Ultra Semiconductors,Financial | Exchange Traded Fund | USA,,,,,,,0.01,0.05,,Yes,Yes,,,,,,,,,,,,,-11.52,,,,,,-,,,,,,-11.13,,,,,,,,,,,,-40.1,,,,,,16.68 - 58.41,-65.66,20.26,42.19,1.87,216010.0,404471.0,6.87,-21.67,-21.15,-40.58,-45.86,-62.02,,1.48,5.74 5.94,19.23,20.06,4.32
V,Visa Inc.,Financial | Credit Services | USA,DJIA S&P500,429610000000.0,14270000000.0,28080000000.0,15.69,8.29,1.5,0.73,21500.0,Yes,Yes,1.8,31.49,24.36,1.64,15.3,13.08,24.75,33.16,1.4,1.4,0.73,0.63,-0.71,6.52,8.43,1.87,15.1,13.36,,17.8,9.8,18.7,35.9,Jul 26 Ae6C,-1.18,0.16,-1.94,97.8,0.13,17.2,42.8,21.7,80.7,64.2,50.8,21.2,-2.35,2080000000.0,1630000000.0,2.07,5.68,261.34,185.91 - 236.96,-13.4,10.38,49.53,0.82,5920000.0,4876661.0,2.53,-3.25,-0.44,3.65,-9.8,-5.31,0.9,4.4,2.26 1.99,200.71,205.2,2.24
VCYT,"Veracyte, Inc.",Healthcare | Biotechnology | USA,,1470000000.0,-48700000.0,268400000.0,14.89,2.22,,,761.0,Yes,Yes,2.0,,,,5.5,1.34,8.99,,3.7,4.0,0.0,0.0,-8.4,-0.69,-0.65,-0.25,-69.7,27.6,-,-0.5,27.5,32.3,0.7,Aug 02 Ae6C,-16.23,1.0,5.16,,1.16,-4.1,-4.5,-6.9,65.2,-20.5,-18.1,,-24.99,71480000.0,70860000.0,4.99,3.69,30.33,14.85 - 54.13,-63.14,34.34,40.58,0.87,959510.0,835763.0,0.71,-23.15,14.2,-22.88,-59.59,-51.58,1.17,1.46,5.49 5.79,19.39,19.95,2.89
VECO,Veeco Instruments Inc.,Technology | Semiconductor Equipment & Materials | USA,,1100000000.0,40200000.0,623600000.0,8.47,4.37,,,1091.0,Yes,Yes,1.8,30.47,12.61,,1.77,2.47,4.79,39.06,2.0,2.8,0.65,0.6,-4.37,0.69,1.66,0.41,379.8,4.41,-,16.6,12.0,12.1,38.0,Aug 08 Ae6C,0.79,2.5,0.96,,-2.16,4.3,9.5,8.6,41.3,10.2,6.4,0.0,-14.11,50500000.0,49950000.0,6.05,7.79,32.83,17.23 - 32.40,-35.49,21.3,47.47,0.53,388170.0,206845.0,3.36,-4.35,-1.69,-26.38,-9.68,-26.59,1.3,0.88,3.56 3.86,20.46,20.9,2.15
VEEV,Veeva Systems Inc.,Healthcare | Health Information Services | USA,,27980000000.0,393700000.0,2000000000.0,19.86,18.18,,,5482.0,Yes,Yes,2.0,66.56,38.53,5.0,13.99,9.02,9.86,36.6,3.7,3.7,0.0,0.0,-12.62,2.69,4.65,1.07,20.9,13.0,,40.3,27.4,16.5,-14.3,Aug 31 Ae6C,-14.51,0.1,-29.86,94.7,0.92,11.8,15.0,14.4,72.2,25.3,21.4,0.0,-15.55,154510000.0,124340000.0,1.33,1.65,220.24,152.04 - 327.78,-45.33,17.86,33.38,1.09,1000000.0,1087415.0,4.53,-21.44,-4.55,-2.8,-41.47,-29.86,0.77,7.69,3.88 3.03,174.57,179.19,2.65
VERV,"Verve Therapeutics, Inc.",Healthcare | Biotechnology | USA,,2400000000.0,-125200000.0,,6.09,4.74,,,113.0,Yes,Yes,1.9,,,,,6.36,8.17,,11.6,11.6,0.0,0.0,4.04,-2.58,-2.86,-0.75,-351.7,-10.9,-,,,,23.8,,29.81,1.0,-37.72,62.9,3.93,-34.1,-36.6,,,,,,49.24,48670000.0,42880000.0,22.37,8.6,53.86,10.70 - 76.07,-49.06,262.15,59.8,0.6,1120000.0,670528.0,2.08,21.36,176.0,38.69,-47.11,5.1,,2.91,7.38 8.60,39.86,38.75,-2.78
VERX,"Vertex, Inc.",Technology | Software - Application | USA,,2240000000.0,-10400000.0,456600000.0,1.48,0.62,,,1300.0,Yes,Yes,2.2,,42.42,,4.91,10.2,24.21,64.36,0.6,0.6,0.24,0.22,10.58,-0.07,0.36,0.06,98.2,31.85,-,,,13.7,-819.9,Aug 09 e9e6O,23.56,0.9,-80.26,57.8,0.52,-1.5,-4.6,-0.2,60.5,-1.6,-2.3,,10.51,149490000.0,45190000.0,1.35,4.75,17.06,9.44 - 22.28,-32.23,59.96,67.45,1.65,128240.0,212195.0,19.46,8.17,38.79,10.38,-21.52,-4.85,,0.74,5.94 4.84,14.4,15.1,4.86
VHC,VirnetX Holding Corp,Technology | Software - Infrastructure | USA,,98230000.0,-20700000.0,40000.0,2.51,2.29,,,24.0,Yes,Yes,,,,,2806.61,0.55,0.61,,219.8,219.8,0.0,0.0,-28.66,-0.29,,,-115.4,,,-3.4,,0.0,35.4,,-19.04,9.6,0.87,22.1,-31.53,-11.1,-11.2,,,,,,-25.87,71250000.0,63770000.0,3.06,4.22,,0.99 - 4.45,-68.76,40.39,30.66,1.52,462140.0,700819.0,-27.6,-31.53,-7.33,-25.67,-66.83,-46.54,0.97,0.16,14.94 8.48,1.56,1.39,-10.9
VIVO,"Meridian Bioscience, Inc.",Healthcare | Diagnostics & Research | USA,,1410000000.0,43400000.0,343500000.0,8.39,1.89,,,765.0,Yes,Yes,3.0,32.63,37.01,1.92,4.11,3.82,16.9,16.05,2.4,3.5,0.07,0.07,-1.95,0.98,0.86,0.15,51.7,-34.47,,16.4,10.1,6.8,-163.6,Aug 05 e9e6O,-1.29,0.6,-34.55,,0.98,9.4,12.3,19.3,57.9,16.9,12.6,0.0,21.77,43590000.0,43060000.0,7.84,4.19,34.0,17.20 - 34.38,-6.88,86.1,43.58,0.44,806600.0,355125.0,-2.56,-2.26,16.19,26.32,57.92,56.91,0.27,0.5,1.86 1.24,31.98,32.01,0.09
VLD,"Velo3D, Inc.",Technology | Computer Hardware | USA,,879890000.0,-18400000.0,51000000.0,0.99,0.69,,,193.0,Yes,Yes,2.2,,,,17.25,4.35,6.21,,3.0,4.2,0.04,0.01,-3.44,-0.33,-0.3,-0.11,65.3,28.6,,,,942.5,954.9,Aug 09 Ae6C,26.75,2.8,0.0,60.8,13.93,-6.1,-15.8,-91.4,8.7,,-36.1,,-19.37,184280000.0,156970000.0,4.76,3.31,4.79,1.28 - 13.18,-67.3,236.72,54.54,0.38,2250000.0,866142.0,-1.15,-14.99,128.04,-39.72,-56.9,-44.81,,0.48,9.22 11.25,4.26,4.31,1.17
VLO,Valero Energy Corporation,Energy | Oil & Gas Refining & Marketing | USA,S&P 500,43400000000.0,7060000000.0,155610000000.0,51.9,14.08,3.92,3.46,9813.0,Yes,Yes,2.0,6.5,6.96,,0.28,2.18,8.05,5.02,0.9,1.2,0.61,0.57,-3.09,17.43,16.28,7.42,164.8,-34.29,-,-14.3,8.5,86.1,2796.9,Jul 28 e9e6O,2.06,0.2,-2.27,82.5,-1.1,11.9,37.3,5.8,7.0,6.3,4.5,22.5,13.14,404000000.0,392420000.0,2.18,1.73,136.34,61.86 - 146.80,-22.81,83.19,47.37,0.52,4950000.0,2589433.0,2.42,1.4,-20.98,26.5,78.34,50.87,1.67,4.16,2.56 3.18,111.93,113.32,1.24
VMW,"VMware, Inc.",Technology | Software - Infrastructure | USA,,49550000000.0,1570000000.0,13140000000.0,-0.98,8.87,,,37500.0,Yes,Yes,2.4,31.76,16.22,4.62,3.77,,13.32,12.48,0.7,0.7,,,-0.62,3.72,7.28,1.58,-11.4,12.15,,223.4,90.5,3.1,-43.2,Aug 25 Ae6C,1.65,0.2,-9.28,48.8,-0.47,6.0,39.2,17.7,81.8,18.0,13.8,0.0,1.03,420590000.0,224370000.0,1.38,2.46,141.09,91.53 - 137.67,-14.2,29.05,51.99,0.56,1260000.0,711819.0,2.87,-1.59,-7.04,3.6,-1.06,1.93,0.67,2.19,1.70 1.69,116.97,118.12,0.98
VNOM,Viper Energy Partners LP,Energy | Oil & Gas Midstream | USA,,5020000000.0,106700000.0,735000000.0,9.59,0.03,3.24,10.4,,Yes,Yes,1.9,21.98,16.82,2.79,6.83,3.25,1166.6,14.82,5.2,5.2,0.92,0.92,1.06,1.42,1.85,0.46,129.8,7.93,,53.3,44.9,109.5,521.6,Aug 01 Ae6C,8.04,15.3,-6.13,82.1,-0.94,3.7,14.7,22.6,93.5,77.1,14.5,130.4,11.47,76620000.0,62880000.0,2.25,2.19,37.85,18.41 - 35.85,-13.11,69.2,54.39,0.82,645660.0,531989.0,4.95,3.25,-9.84,4.92,64.29,46.18,2.04,1.28,2.84 3.73,30.41,31.15,2.43
VRNS,"Varonis Systems, Inc.",Technology | Software - Infrastructure | USA,,3290000000.0,-133300000.0,434600000.0,4.8,7.14,,,2065.0,Yes,Yes,1.9,,81.06,,7.58,6.21,4.18,,4.3,4.3,0.47,0.47,4.14,-1.23,0.37,0.06,-11.4,79.51,,-44.0,18.7,26.0,-6.8,Aug 01 Ae6C,3.44,1.6,-0.76,98.3,-1.51,-12.5,-23.9,-12.7,84.5,-28.1,-30.7,,-21.79,109670000.0,108030000.0,3.18,2.96,41.12,24.58 - 72.31,-58.74,21.36,56.97,0.89,1160000.0,1030338.0,15.31,-4.11,-11.82,-27.96,-57.67,-38.85,1.13,1.47,5.09 4.59,28.2,29.83,5.78
VRNT,Verint Systems Inc.,Technology | Software - Infrastructure | USA,,2750000000.0,-6900000.0,891500000.0,12.82,4.38,,,4400.0,Yes,Yes,1.8,,14.61,,3.08,3.28,9.62,20.82,1.2,1.2,0.0,0.49,-13.02,-0.11,2.88,0.53,92.2,14.87,,31.9,-3.8,8.5,-96.9,Sep 07 Ae6C,-8.18,2.4,-8.57,,1.14,-0.3,-0.7,1.5,66.0,4.8,-0.8,,-14.78,64950000.0,62330000.0,3.48,4.82,62.33,39.83 - 56.39,-25.36,5.67,29.35,2.05,450350.0,922169.0,-10.79,-12.04,-14.59,-14.64,-4.56,-19.84,0.83,1.66,5.29 2.86,41.79,42.09,0.72
VRRM,Verra Mobility Corporation,Industrials | Security & Protection Services | USA,,2510000000.0,86100000.0,689900000.0,1.58,0.56,,,1306.0,Yes,Yes,2.0,30.89,14.37,1.0,3.64,10.38,29.06,11.81,2.0,2.1,4.98,4.94,0.28,0.53,1.14,0.27,993.6,12.97,,133.0,,45.7,669.0,Aug 03 Ae6C,0.82,0.6,0.0,,1.82,5.0,33.6,5.3,93.0,22.6,12.5,0.0,4.46,154690000.0,148200000.0,5.33,6.67,20.0,12.70 - 18.13,-9.54,29.13,52.75,0.42,1180000.0,500578.0,4.53,-0.24,0.92,0.8,8.9,6.29,1.22,0.44,2.22 2.57,16.08,16.4,1.99
VRSK,"Verisk Analytics, Inc.",Industrials | Consulting Services | USA,S&P 500,30820000000.0,1050000000.0,3050000000.0,14.89,3.0,1.24,0.65,9367.0,Yes,Yes,2.3,29.64,30.54,3.02,10.11,12.9,64.11,57.59,0.6,0.6,1.48,1.0,-1.57,6.48,6.29,1.47,-5.4,8.56,,9.1,8.5,-0.2,31.5,Aug 02 Ae6C,1.91,0.8,-29.15,96.5,-0.26,13.4,39.7,12.9,65.3,45.8,34.4,18.4,-2.0,157970000.0,155570000.0,1.61,3.22,204.46,156.05 - 231.57,-17.07,23.06,50.92,0.63,778380.0,492425.0,1.66,-5.0,15.14,3.9,-6.26,-16.04,0.84,3.91,2.32 1.87,191.1,192.04,0.49
